"player","pos","team","games","rec_tgt","rec","rec_yds","rec_yds_g","rec_avg","rec_tds","rush_att","rush_yds","rush_avg","rush_tds","fumbles_lost","site_pts","site_fppg","src_id","data_src","id","dst_int","dst_fum_rec","dst_sacks","dst_fumbles","dst_tackles","rec_rz_tgt","rec_09_tds","rec_1019_tds","rec_2029_tds","rec_3039_tds","rec_4049_tds","rec_50_tds","rush_50_yds","rush_100_yds","rec_150_yds","rec_200_yds","return_yds","scoring_opp","bye"
"KeAndre Lambert-Smith","WR","LAC",NA,NA,12,135,NA,NA,1,0,0,NA,0,NA,19.5,NA,"19420","FFToday","17205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"Chimere Dike","WR","TEN",NA,NA,13,129,NA,NA,1,0,0,NA,0,NA,18.9,NA,"19350","FFToday","17171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"Jahdae Walker","WR","CHI",NA,NA,10,117,NA,NA,1,0,0,NA,0,NA,17.7,NA,"19670","FFToday","17353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"Brandon Aiyuk","WR","SF",NA,NA,7,100,NA,NA,1,0,0,NA,0,NA,16,NA,"17002","FFToday","14840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"Tai Felton","WR","MIN",NA,NA,7,88,NA,NA,0,0,0,NA,0,NA,8.8,NA,"19361","FFToday","17097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"Devin Duvernay","WR","ARI",NA,NA,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,"17066","FFToday","14847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"Roman Wilson","WR","PIT",NA,NA,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,"19152","FFToday","16629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"Ja'Marr Chase","WR","CIN",NA,NA,122,1598,NA,NA,13,3,14,NA,0,NA,361.2,NA,"17370","RTSports","15281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Puka Nacua","WR","LAR",NA,NA,122,1634,NA,NA,11,11,79,NA,0,NA,359.3,NA,"18435","RTSports","16211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaxon Smith-Njigba","WR","SEA",NA,NA,112,1501,NA,NA,12,5,26,NA,0,NA,336.7,NA,"18249","RTSports","16185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Justin Jefferson","WR","MIN",NA,NA,108,1512,NA,NA,10,2,8,NA,0,NA,320,NA,"17020","RTSports","14836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amon-Ra St. Brown","WR","DET",NA,NA,119,1368,NA,NA,10,2,10,NA,0,NA,316.8,NA,"17376","RTSports","15287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Olave","WR","NO",NA,NA,101,1262,NA,NA,10,0,0,NA,0,NA,287.2,NA,"17380","RTSports","15754",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CeeDee Lamb","WR","DAL",NA,NA,101,1262,NA,NA,9,5,31,NA,0,NA,284.3,NA,"16986","RTSports","14832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drake London","WR","ATL",NA,NA,101,1293,NA,NA,10,0,0,NA,0,NA,290.3,NA,"17881","RTSports","15751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"George Pickens","WR","DAL",NA,NA,89,1352,NA,NA,10,0,0,NA,0,NA,284.2,NA,"17889","RTSports","15762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nico Collins","WR","HOU",NA,NA,84,1258,NA,NA,10,1,7,NA,0,NA,270.5,NA,"17391","RTSports","15290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A.J. Brown","WR","NE",NA,NA,88,1223,NA,NA,10,0,0,NA,0,NA,270.3,NA,"16572","RTSports","14104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malik Nabers","WR","NYG",NA,NA,99,1143,NA,NA,9,4,18,NA,0,NA,269.1,NA,"18622","RTSports","16615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D.J. Moore","WR","BUF",NA,NA,91,1228,NA,NA,8,9,59,NA,0,NA,267.7,NA,"16214","RTSports","13635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luther Burden III","WR","CHI",NA,NA,90,1242,NA,NA,8,8,50,NA,0,NA,267.2,NA,"19121","RTSports","17070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zay Flowers","WR","BAL",NA,NA,91,1271,NA,NA,7,9,55,NA,0,NA,265.6,NA,"18256","RTSports","16190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrett Wilson","WR","NYJ",NA,NA,100,1160,NA,NA,7,3,9,NA,0,NA,258.9,NA,"17880","RTSports","15753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetairoa McMillan","WR","CAR",NA,NA,89,1254,NA,NA,8,0,0,NA,0,NA,262.4,NA,"19120","RTSports","17071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Emeka Egbuka","WR","TB",NA,NA,86,1216,NA,NA,8,4,22,NA,0,NA,257.8,NA,"19122","RTSports","17081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rashee Rice","WR","KC",NA,NA,92,1066,NA,NA,9,4,18,NA,0,NA,254.4,NA,"18252","RTSports","16194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DeVonta Smith","WR","PHI",NA,NA,89,1123,NA,NA,8,0,0,NA,0,NA,249.3,NA,"17371","RTSports","15282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ladd McConkey","WR","LAC",NA,NA,88,1152,NA,NA,7,0,0,NA,0,NA,245.2,NA,"18626","RTSports","16627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tee Higgins","WR","CIN",NA,NA,77,1078,NA,NA,10,0,0,NA,0,NA,244.8,NA,"16991","RTSports","14835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wan'Dale Robinson","WR","TEN",NA,NA,101,1111,NA,NA,7,4,23,NA,0,NA,256.4,NA,"17893","RTSports","15757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaylen Waddle","WR","DEN",NA,NA,77,1039,NA,NA,7,3,20,NA,0,NA,224.9,NA,"17372","RTSports","15284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jameson Williams","WR","DET",NA,NA,70,1190,NA,NA,8,7,60,NA,0,NA,243,NA,"17882","RTSports","15756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rome Odunze","WR","CHI",NA,NA,78,1076,NA,NA,9,2,12,NA,0,NA,240.8,NA,"18623","RTSports","16616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parker Washington","WR","JAX",NA,NA,81,1016,NA,NA,6,5,22,NA,0,NA,220.8,NA,"18251","RTSports","16192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michael Wilson","WR","ARI",NA,NA,88,1144,NA,NA,7,0,0,NA,0,NA,244.4,NA,"18366","RTSports","16206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Courtland Sutton","WR","DEN",NA,NA,79,1106,NA,NA,8,0,0,NA,0,NA,237.6,NA,"16202","RTSports","13630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Terry McLaurin","WR","WAS",NA,NA,79,1106,NA,NA,7,0,0,NA,0,NA,231.6,NA,"16613","RTSports","14109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Godwin","WR","TB",NA,NA,86,1071,NA,NA,7,0,0,NA,0,NA,235.1,NA,"15877","RTSports","13163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carnell Tate","WR","TEN",NA,NA,76,1029,NA,NA,7,2,13,NA,0,NA,222.2,NA,"19532","RTSports","17497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D.K. Metcalf","WR","PIT",NA,NA,71,1022,NA,NA,8,1,6,NA,0,NA,221.8,NA,"16573","RTSports","14102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davante Adams","WR","LAR",NA,NA,72,891,NA,NA,10,0,0,NA,0,NA,221.1,NA,"14708","RTSports","11675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Christian Watson","WR","GB",NA,NA,64,940,NA,NA,8,4,21,NA,0,NA,208.1,NA,"17944","RTSports","15789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mike Evans","WR","SF",NA,NA,71,958,NA,NA,9,0,0,NA,0,NA,220.8,NA,"14699","RTSports","11671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marvin Harrison Jr.","WR","ARI",NA,NA,73,1058,NA,NA,7,0,0,NA,0,NA,220.8,NA,"18621","RTSports","16614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brian Thomas Jr.","WR","JAX",NA,NA,73,1014,NA,NA,8,4,29,NA,0,NA,225.3,NA,"18624","RTSports","16618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quentin Johnston","WR","LAC",NA,NA,68,889,NA,NA,6,2,8,NA,0,NA,193.7,NA,"18247","RTSports","16188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alec Pierce","WR","IND",NA,NA,57,1087,NA,NA,8,0,0,NA,0,NA,213.7,NA,"17891","RTSports","15768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan Addison","WR","MIN",NA,NA,71,973,NA,NA,7,3,32,NA,0,NA,213.5,NA,"18248","RTSports","16186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michael Pittman Jr.","WR","PIT",NA,NA,74,799,NA,NA,6,0,0,NA,0,NA,189.9,NA,"17021","RTSports","14842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jayden Reed","WR","GB",NA,NA,69,932,NA,NA,7,8,71,NA,0,NA,211.3,NA,"18298","RTSports","16184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jakobi Meyers","WR","JAX",NA,NA,73,933,NA,NA,6,4,17,NA,0,NA,204,NA,"16866","RTSports","14127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"De'Zhaun Stribling","WR","SF",NA,NA,63,858,NA,NA,6,1,8,NA,0,NA,185.6,NA,"19563","RTSports","17514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Makai Lemon","WR","PHI",NA,NA,71,873,NA,NA,6,2,14,NA,0,NA,195.7,NA,"19533","RTSports","17499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Josh Downs","WR","IND",NA,NA,78,842,NA,NA,5,2,11,NA,0,NA,193.3,NA,"18250","RTSports","16187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordyn Tyson","WR","NO",NA,NA,77,985,NA,NA,7,3,16,NA,0,NA,219.1,NA,"19531","RTSports","17498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Romeo Doubs","WR","NE",NA,NA,72,864,NA,NA,6,0,0,NA,0,NA,194.4,NA,"17896","RTSports","15779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stefon Diggs","WR","WAS",NA,NA,72,844,NA,NA,5,0,0,NA,0,NA,186.4,NA,"15111","RTSports","12186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KC Concepcion","WR","CLE",NA,NA,68,810,NA,NA,5,5,31,NA,0,NA,182.1,NA,"19535","RTSports","17501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rashid Shaheed","WR","SEA",NA,NA,69,915,NA,NA,6,8,64,NA,0,NA,202.9,NA,"18208","RTSports","16080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kayshon Boutte","WR","HOU",NA,NA,58,864,NA,NA,6,0,0,NA,0,NA,180.4,NA,"18291","RTSports","16193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xavier Worthy","WR","KC",NA,NA,62,719,NA,NA,6,15,98,NA,0,NA,179.7,NA,"18632","RTSports","16620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dontayvion Wicks","WR","PHI",NA,NA,35,431,NA,NA,3,1,5,NA,0,NA,96.6,NA,"18421","RTSports","16195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jalen Coker","WR","CAR",NA,NA,61,786,NA,NA,5,0,0,NA,0,NA,169.6,NA,"18887","RTSports","16809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matthew Golden","WR","GB",NA,NA,53,711,NA,NA,5,11,59,NA,0,NA,160,NA,"19126","RTSports","17075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tre Tucker","WR","LV",NA,NA,49,622,NA,NA,4,10,57,NA,0,NA,140.9,NA,"18372","RTSports","16287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deebo Samuel","WR","SF",NA,NA,69,789,NA,NA,5,15,81,NA,1,NA,192,NA,"16579","RTSports","14136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Omar Cooper Jr.","WR","NYJ",NA,NA,63,725,NA,NA,5,5,33,NA,0,NA,168.8,NA,"19539","RTSports","17502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Khalil Shakir","WR","BUF",NA,NA,70,735,NA,NA,4,1,6,NA,0,NA,168.1,NA,"17887","RTSports","15761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jauan Jennings","WR","MIN",NA,NA,62,762,NA,NA,6,0,0,NA,0,NA,174.2,NA,"17032","RTSports","14860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tre Harris","WR","LAC",NA,NA,59,705,NA,NA,6,3,16,NA,0,NA,167.1,NA,"19123","RTSports","17072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adonai Mitchell","WR","NYJ",NA,NA,53,716,NA,NA,4,2,8,NA,0,NA,149.4,NA,"18629","RTSports","16626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keenan Allen","WR","IND",NA,NA,49,510,NA,NA,3,0,0,NA,0,NA,118,NA,"14361","RTSports","11222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denzel Boston","WR","CLE",NA,NA,59,706,NA,NA,5,0,0,NA,0,NA,159.6,NA,"19534","RTSports","17500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jerry Jeudy","WR","CLE",NA,NA,61,884,NA,NA,5,0,0,NA,0,NA,179.4,NA,"16981","RTSports","14833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jalen Nailor","WR","LV",NA,NA,61,829,NA,NA,5,2,12,NA,0,NA,175.1,NA,"18095","RTSports","15786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jalen McMillan","WR","TB",NA,NA,48,603,NA,NA,3,5,37,NA,0,NA,130,NA,"18636","RTSports","16628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zachariah Branch","WR","ATL",NA,NA,61,665,NA,NA,4,5,26,NA,0,NA,154.1,NA,"19545","RTSports","17507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malik Washington","WR","MIA",NA,NA,62,596,NA,NA,3,12,73,NA,1,NA,152.9,NA,"18651","RTSports","16684",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pat Bryant","WR","DEN",NA,NA,39,488,NA,NA,3,0,0,NA,0,NA,105.8,NA,"19131","RTSports","17082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calvin Ridley","WR","TEN",NA,NA,62,868,NA,NA,6,5,23,NA,0,NA,187.1,NA,"16206","RTSports","13629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ja'Kobi Lane","WR","BAL",NA,NA,52,719,NA,NA,4,0,0,NA,0,NA,147.9,NA,"19540","RTSports","17517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malachi Fields","WR","NYG",NA,NA,62,736,NA,NA,5,0,0,NA,0,NA,165.6,NA,"19548","RTSports","17511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rashod Bateman","WR","BAL",NA,NA,33,452,NA,NA,2,0,0,NA,0,NA,90.2,NA,"17374","RTSports","15293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaylin Noel","WR","HOU",NA,NA,29,319,NA,NA,2,5,19,NA,0,NA,74.8,NA,"19173","RTSports","17080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyrus Allen","WR","KC",NA,NA,12,135,NA,NA,0,2,10,NA,0,NA,26.5,NA,"19762","RTSports","17518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Bell","WR","MIA",NA,NA,42,533,NA,NA,2,0,0,NA,0,NA,107.3,NA,"19537","RTSports","17506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ryan Flournoy","WR","DAL",NA,NA,33,380,NA,NA,2,3,18,NA,0,NA,84.8,NA,"18689","RTSports","16778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Devaughn Vele","WR","NO",NA,NA,59,684,NA,NA,4,0,0,NA,0,NA,151.4,NA,"18862","RTSports","16788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jahan Dotson","WR","ATL",NA,NA,53,667,NA,NA,4,2,13,NA,0,NA,145,NA,"17884","RTSports","15755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tank Dell","WR","HOU",NA,NA,43,588,NA,NA,4,8,42,NA,0,NA,130,NA,"18259","RTSports","16204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Caleb Douglas","WR","MIA",NA,NA,41,611,NA,NA,3,0,0,NA,0,NA,120.1,NA,"19559","RTSports","17599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Travis Hunter","WR","JAX",NA,NA,48,528,NA,NA,6,4,22,NA,0,NA,139,NA,"19150","RTSports","17074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darnell Mooney","WR","NYG",NA,NA,51,665,NA,NA,3,1,5,NA,0,NA,136,NA,"17184","RTSports","14974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antonio Williams","WR","WAS",NA,NA,53,619,NA,NA,3,3,18,NA,0,NA,134.7,NA,"19547","RTSports","17512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Germie Bernard","WR","PIT",NA,NA,52,633,NA,NA,3,0,0,NA,0,NA,133.3,NA,"19538","RTSports","17503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isaac TeSlaa","WR","DET",NA,NA,35,506,NA,NA,5,0,0,NA,0,NA,115.6,NA,"19184","RTSports","17157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jalen Tolbert","WR","MIA",NA,NA,61,732,NA,NA,5,0,0,NA,0,NA,164.2,NA,"17888","RTSports","15788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jack Bech","WR","LV",NA,NA,43,494,NA,NA,3,0,0,NA,0,NA,110.4,NA,"19133","RTSports","17078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xavier Legette","WR","CAR",NA,NA,43,439,NA,NA,3,3,13,NA,0,NA,106.2,NA,"18630","RTSports","16639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keon Coleman","WR","BUF",NA,NA,42,509,NA,NA,3,0,0,NA,0,NA,110.9,NA,"18628","RTSports","16617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ted Hurst","WR","TB",NA,NA,22,404,NA,NA,2,0,0,NA,0,NA,74.4,NA,"19553","RTSports","17520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Christian Kirk","WR","SF",NA,NA,48,592,NA,NA,3,0,0,NA,0,NA,125.2,NA,"16215","RTSports","13633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kevin Coleman Jr.","WR","MIA",NA,NA,19,235,NA,NA,1,0,0,NA,0,NA,48.5,NA,"19557","RTSports","17528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elic Ayomanor","WR","TEN",NA,NA,39,488,NA,NA,3,0,0,NA,0,NA,105.8,NA,"19127","RTSports","17073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brandon Aiyuk","WR","SF",NA,NA,41,595,NA,NA,3,0,0,NA,0,NA,118.5,NA,"16995","RTSports","14840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chimere Dike","WR","TEN",NA,NA,41,435,NA,NA,3,9,31,NA,0,NA,105.6,NA,"19177","RTSports","17171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cooper Kupp","WR","SEA",NA,NA,41,505,NA,NA,2,1,6,NA,0,NA,104.1,NA,"15854","RTSports","13164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Puka Nacua","WR","LAR",NA,NA,117,1539,NA,NA,9,12.9,85,NA,1.3,1,281,NA,"23180","FantasyPros","16211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ja'Marr Chase","WR","CIN",NA,NA,121.3,1511.4,NA,NA,10.6,3,17,NA,0,1,275.2,NA,"19788","FantasyPros","15281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaxon Smith-Njigba","WR","SEA",NA,NA,110.9,1565.9,NA,NA,9.5,5.5,30.4,NA,0.1,1.1,270.3,NA,"23070","FantasyPros","16185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amon-Ra St. Brown","WR","DET",NA,NA,117.5,1391.1,NA,NA,10.5,3.1,11.8,NA,0,0.4,261.3,NA,"19799","FantasyPros","15287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
