"player","pos","team","games","rush_att","rush_yds","rush_avg","rush_tds","rec_tgt","rec","rec_yds","rec_yds_g","rec_avg","rec_tds","fumbles_lost","site_pts","site_fppg","src_id","data_src","id","rush_09_tds","rush_1019_tds","rush_2029_tds","rush_3039_tds","rush_4049_tds","rush_50_tds","rush_50_yds","rush_100_yds","rec_rz_tgt","rec_50_yds","rec_100_yds","return_yds","scoring_opp","bye"
"Tahj Brooks","RB","CIN",NA,21,82,NA,0,NA,1,7,NA,NA,0,NA,8.9,NA,"19324","FFToday","17058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"Nicholas Singleton","RB","TEN",NA,16,64,NA,0,NA,2,11,NA,NA,0,NA,7.5,NA,"19901","FFToday","17476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"Bijan Robinson","RB","ATL",NA,312,1533,NA,14,NA,71,624,NA,NA,3,NA,388.7,NA,"18230","RTSports","16161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jahmyr Gibbs","RB","DET",NA,273,1422,NA,14,NA,73,584,NA,NA,4,NA,381.6,NA,"18232","RTSports","16162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Christian McCaffrey","RB","SF",NA,261,1126,NA,10,NA,77,662,NA,NA,5,NA,345.8,NA,"15837","RTSports","13130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Devon Achane","RB","MIA",NA,226,1214,NA,10,NA,71,532,NA,NA,4,NA,329.6,NA,"18233","RTSports","16167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jonathan Taylor","RB","IND",NA,303,1455,NA,14,NA,46,381,NA,NA,2,NA,325.6,NA,"16980","RTSports","14802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"James Cook","RB","BUF",NA,282,1446,NA,13,NA,40,342,NA,NA,2,NA,308.8,NA,"17861","RTSports","15715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chase Brown","RB","CIN",NA,263,1133,NA,9,NA,71,461,NA,NA,4,NA,308.4,NA,"18240","RTSports","16181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Omarion Hampton","RB","LAC",NA,273,1233,NA,10,NA,61,386,NA,NA,2,NA,294.9,NA,"19103","RTSports","17044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ashton Jeanty","RB","LV",NA,306,1311,NA,11,NA,69,455,NA,NA,3,NA,329.6,NA,"19102","RTSports","17042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kenneth Walker III","RB","KC",NA,266,1209,NA,11,NA,44,334,NA,NA,2,NA,276.3,NA,"17857","RTSports","15711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saquon Barkley","RB","PHI",NA,310,1333,NA,11,NA,41,303,NA,NA,2,NA,282.6,NA,"16184","RTSports","13604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Javonte Williams","RB","DAL",NA,276,1271,NA,12,NA,42,231,NA,NA,2,NA,276.2,NA,"17366","RTSports","15256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jeremiyah Love","RB","ARI",NA,267,1203,NA,9,NA,49,365,NA,NA,2,NA,271.8,NA,"19497","RTSports","17472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quinshon Judkins","RB","CLE",NA,280,1233,NA,10,NA,48,335,NA,NA,2,NA,276.8,NA,"19106","RTSports","17051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bucky Irving","RB","TB",NA,252,1132,NA,9,NA,48,425,NA,NA,2,NA,269.7,NA,"18599","RTSports","16598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Breece Hall","RB","NYJ",NA,244,1098,NA,8,NA,52,452,NA,NA,2,NA,267,NA,"17859","RTSports","15708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Derrick Henry","RB","BAL",NA,276,1379,NA,14,NA,16,152,NA,NA,0,NA,253.1,NA,"15445","RTSports","12626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Travis Etienne","RB","NO",NA,273,1178,NA,10,NA,41,328,NA,NA,2,NA,263.6,NA,"17358","RTSports","15253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kyren Williams","RB","LAR",NA,255,1173,NA,12,NA,35,235,NA,NA,2,NA,259.8,NA,"17863","RTSports","15710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cam Skattebo","RB","NYG",NA,250,1066,NA,8,NA,46,355,NA,NA,2,NA,248.1,NA,"19112","RTSports","17045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D'Andre Swift","RB","CHI",NA,187,864,NA,7,NA,31,257,NA,NA,1,NA,191.1,NA,"16978","RTSports","14797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jadarian Price","RB","SEA",NA,253,1089,NA,11,NA,22,163,NA,NA,0,NA,213.2,NA,"19499","RTSports","17473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"David Montgomery","RB","HOU",NA,243,1049,NA,10,NA,31,244,NA,NA,1,NA,226.3,NA,"16565","RTSports","14071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bhayshul Tuten","RB","JAX",NA,228,1005,NA,6,NA,41,336,NA,NA,2,NA,223.1,NA,"19109","RTSports","17052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhamondre Stevenson","RB","NE",NA,152,673,NA,4,NA,37,259,NA,NA,2,NA,166.2,NA,"17361","RTSports","15259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TreVeyon Henderson","RB","NE",NA,214,1072,NA,9,NA,48,317,NA,NA,2,NA,252.9,NA,"19105","RTSports","17043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rico Dowdle","RB","PIT",NA,208,925,NA,6,NA,34,248,NA,NA,2,NA,199.3,NA,"17274","RTSports","14823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RJ Harvey","RB","DEN",NA,162,730,NA,6,NA,52,369,NA,NA,3,NA,215.9,NA,"19110","RTSports","17068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaylen Warren","RB","PIT",NA,134,605,NA,4,NA,51,382,NA,NA,2,NA,185.7,NA,"17924","RTSports","15742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tony Pollard","RB","TEN",NA,207,911,NA,5,NA,28,182,NA,NA,0,NA,167.3,NA,"16718","RTSports","14085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jonathon Brooks","RB","CAR",NA,135,581,NA,4,NA,20,142,NA,NA,0,NA,116.3,NA,"18596","RTSports","16597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MarShawn Lloyd","RB","GB",NA,107,519,NA,4,NA,15,97,NA,NA,0,NA,100.6,NA,"18602","RTSports","16604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan Mason","RB","MIN",NA,169,856,NA,8,NA,20,124,NA,NA,0,NA,166,NA,"18163","RTSports","15972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chuba Hubbard","RB","CAR",NA,184,791,NA,5,NA,33,214,NA,NA,1,NA,169.5,NA,"17368","RTSports","15261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J.K. Dobbins","RB","DEN",NA,183,915,NA,5,NA,31,165,NA,NA,0,NA,169,NA,"16987","RTSports","14800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kyle Monangai","RB","CHI",NA,184,829,NA,5,NA,28,238,NA,NA,1,NA,170.7,NA,"19169","RTSports","17066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jacory Croskey-Merritt","RB","WAS",NA,172,794,NA,6,NA,22,149,NA,NA,0,NA,152.3,NA,"19168","RTSports","17256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blake Corum","RB","LAR",NA,153,718,NA,7,NA,13,82,NA,NA,0,NA,135,NA,"18598","RTSports","16593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rachaad White","RB","WAS",NA,130,545,NA,3,NA,42,261,NA,NA,2,NA,152.6,NA,"17860","RTSports","15721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tyjae Spears","RB","TEN",NA,88,382,NA,2,NA,47,324,NA,NA,1,NA,135.6,NA,"18241","RTSports","16165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woody Marks","RB","HOU",NA,139,559,NA,3,NA,31,236,NA,NA,2,NA,140.5,NA,"19117","RTSports","17053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aaron Jones","RB","MIN",NA,123,529,NA,2,NA,30,216,NA,NA,1,NA,122.5,NA,"16033","RTSports","13319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kenneth Gainwell","RB","TB",NA,76,334,NA,1,NA,39,269,NA,NA,2,NA,117.3,NA,"17360","RTSports","15255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Rodriguez Jr.","RB","JAX",NA,125,584,NA,5,NA,12,83,NA,NA,0,NA,108.7,NA,"17921","RTSports","16174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mike Washington Jr.","RB","LV",NA,82,373,NA,2,NA,18,130,NA,NA,0,NA,80.3,NA,"19506","RTSports","17482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jonah Coleman","RB","DEN",NA,99,433,NA,3,NA,16,122,NA,NA,0,NA,89.5,NA,"19498","RTSports","17477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Josh Jacobs","RB","GB",NA,273,1149,NA,11,NA,44,339,NA,NA,1,NA,264.8,NA,"16568","RTSports","14073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tyrone Tracy Jr.","RB","NYG",NA,114,493,NA,2,NA,28,216,NA,NA,2,NA,122.9,NA,"18692","RTSports","16747",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alvin Kamara","RB","NO",NA,121,467,NA,2,NA,31,192,NA,NA,1,NA,114.9,NA,"15842","RTSports","13132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tyler Allgeier","RB","ARI",NA,116,472,NA,5,NA,21,145,NA,NA,0,NA,112.7,NA,"17862","RTSports","15712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zach Charbonnet","RB","SEA",NA,116,488,NA,5,NA,15,109,NA,NA,0,NA,104.7,NA,"17858","RTSports","16169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brian Robinson Jr.","RB","ATL",NA,104,427,NA,5,NA,13,105,NA,NA,0,NA,96.2,NA,"17865","RTSports","15716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keaton Mitchell","RB","LAC",NA,87,453,NA,3,NA,16,123,NA,NA,0,NA,91.6,NA,"18293","RTSports","16178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isiah Pacheco","RB","DET",NA,122,531,NA,2,NA,26,164,NA,NA,1,NA,113.5,NA,"18149","RTSports","15749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Justice Hill","RB","BAL",NA,56,263,NA,2,NA,29,226,NA,NA,1,NA,95.9,NA,"16566","RTSports","14086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tank Bigsby","RB","PHI",NA,102,456,NA,3,NA,11,92,NA,NA,0,NA,83.8,NA,"18234","RTSports","16164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sean Tucker","RB","TB",NA,91,392,NA,3,NA,13,104,NA,NA,0,NA,80.6,NA,"18235","RTSports","16166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dylan Sampson","RB","CLE",NA,47,165,NA,0,NA,31,239,NA,NA,2,NA,83.4,NA,"19156","RTSports","17047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ray Davis","RB","BUF",NA,65,284,NA,2,NA,16,136,NA,NA,0,NA,70,NA,"18601","RTSports","16603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"George Holani","RB","SEA",NA,103,446,NA,3,NA,11,74,NA,NA,0,NA,81,NA,"18694","RTSports","16608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Braelon Allen","RB","NYJ",NA,96,396,NA,2,NA,15,119,NA,NA,0,NA,78.5,NA,"18605","RTSports","16596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kaelon Black","RB","SF",NA,84,354,NA,2,NA,6,44,NA,NA,0,NA,57.8,NA,"19632","RTSports","17485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kimani Vidal","RB","LAC",NA,69,288,NA,2,NA,14,116,NA,NA,0,NA,66.4,NA,"18607","RTSports","16757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Emmett Johnson","RB","KC",NA,73,321,NA,1,NA,10,74,NA,NA,0,NA,55.5,NA,"19500","RTSports","17474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaylen Wright","RB","MIA",NA,91,386,NA,2,NA,16,106,NA,NA,0,NA,77.2,NA,"18603","RTSports","16610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Emanuel Wilson","RB","SEA",NA,103,433,NA,2,NA,13,82,NA,NA,0,NA,76.5,NA,"18530","RTSports","16432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nicholas Singleton","RB","TEN",NA,90,396,NA,2,NA,14,108,NA,NA,0,NA,76.4,NA,"19502","RTSports","17476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kaleb Johnson","RB","GB",NA,102,423,NA,2,NA,12,79,NA,NA,0,NA,74.2,NA,"19104","RTSports","17048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kaytron Allen","RB","WAS",NA,43,174,NA,1,NA,8,58,NA,NA,0,NA,37.2,NA,"19503","RTSports","17478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ty Johnson","RB","BUF",NA,46,204,NA,2,NA,25,238,NA,NA,2,NA,93.2,NA,"16775","RTSports","14095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"James Conner","RB","ARI",NA,95,407,NA,2,NA,12,90,NA,NA,0,NA,73.7,NA,"15847","RTSports","13146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samaje Perine","RB","CIN",NA,64,279,NA,2,NA,19,143,NA,NA,0,NA,73.2,NA,"15838","RTSports","13133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Najee Harris","RB","NYG",NA,91,373,NA,2,NA,8,65,NA,NA,0,NA,63.8,NA,"17359","RTSports","15254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Devin Singletary","RB","NYG",NA,102,419,NA,3,NA,16,108,NA,NA,0,NA,86.7,NA,"16569","RTSports","14080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Brooks","RB","GB",NA,46,206,NA,1,NA,15,101,NA,NA,0,NA,51.7,NA,"18531","RTSports","16387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isaiah Davis","RB","NYJ",NA,50,254,NA,1,NA,17,148,NA,NA,0,NA,63.2,NA,"18614","RTSports","16752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Demond Claiborne","RB","MIN",NA,60,271,NA,1,NA,16,125,NA,NA,0,NA,61.6,NA,"19504","RTSports","17481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ollie Gordon II","RB","MIA",NA,65,241,NA,3,NA,10,52,NA,NA,0,NA,57.3,NA,"19107","RTSports","17059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan James","RB","SF",NA,68,286,NA,1,NA,18,119,NA,NA,0,NA,64.5,NA,"19171","RTSports","17055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adam Randall","RB","BAL",NA,44,179,NA,1,NA,15,123,NA,NA,1,NA,57.2,NA,"19513","RTSports","17652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seth McGowan","RB","IND",NA,59,249,NA,1,NA,7,68,NA,NA,0,NA,44.7,NA,"19501","RTSports","17475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Devin Neal","RB","NO",NA,62,239,NA,1,NA,16,99,NA,NA,0,NA,55.8,NA,"19116","RTSports","17046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brashard Smith","RB","KC",NA,36,142,NA,0,NA,20,136,NA,NA,1,NA,53.8,NA,"19167","RTSports","17049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LeQuint Allen","RB","JAX",NA,41,166,NA,1,NA,20,110,NA,NA,0,NA,53.6,NA,"19155","RTSports","17061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Emari Demercado","RB","DAL",NA,43,227,NA,1,NA,14,91,NA,NA,0,NA,51.8,NA,"18516","RTSports","16385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kyle Juszczyk","RB","SF",NA,5,13,NA,0,NA,20,179,NA,NA,2,NA,51.2,NA,"14415","RTSports","11367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zonovan Knight","RB","ARI",NA,62,219,NA,1,NA,13,96,NA,NA,0,NA,50.5,NA,"17864","RTSports","15727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaleel McLaughlin","RB","CLE",NA,50,241,NA,1,NA,13,73,NA,NA,0,NA,50.4,NA,"18510","RTSports","16390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michael Carter","RB","TEN",NA,41,162,NA,1,NA,15,108,NA,NA,0,NA,48,NA,"17363","RTSports","15258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DJ Giddens","RB","IND",NA,69,277,NA,2,NA,5,33,NA,NA,0,NA,48,NA,"19119","RTSports","17060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Audric Estime","RB","NO",NA,56,235,NA,1,NA,10,74,NA,NA,0,NA,46.9,NA,"18600","RTSports","16595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trevor Etienne","RB","CAR",NA,58,263,NA,1,NA,8,46,NA,NA,0,NA,44.9,NA,"16977","RTSports","17056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miles Sanders","RB","---",NA,35,155,NA,1,NA,14,90,NA,NA,0,NA,44.5,NA,"16570","RTSports","14079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zavier Scott","RB","CHI",NA,25,98,NA,0,NA,15,102,NA,NA,1,NA,41,NA,"19420","RTSports","17337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaydon Blue","RB","PHI",NA,58,239,NA,1,NA,8,58,NA,NA,0,NA,43.7,NA,"19211","RTSports","17069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kendre Miller","RB","NO",NA,62,249,NA,1,NA,6,39,NA,NA,0,NA,40.8,NA,"18288","RTSports","16171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tyler Badie","RB","DEN",NA,17,85,NA,0,NA,17,122,NA,NA,0,NA,37.7,NA,"17879","RTSports","15718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Will Shipley","RB","PHI",NA,23,89,NA,1,NA,11,71,NA,NA,0,NA,33,NA,"18604","RTSports","16601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jahmyr Gibbs","RB","DET",NA,281.4,1415.5,NA,14.1,NA,71.7,583.8,NA,NA,4.1,1.1,342.8,NA,"22968","FantasyPros","16162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bijan Robinson","RB","ATL",NA,285.8,1391.5,NA,8.8,NA,76.9,705.2,NA,NA,3.5,1.8,318.2,NA,"23133","FantasyPros","16161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Christian McCaffrey","RB","SF",NA,269.7,1093.6,NA,8.7,NA,78.6,693,NA,NA,4.6,1.1,295.5,NA,"16393","FantasyPros","13130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jonathan Taylor","RB","IND",NA,327.9,1506.8,NA,12.9,NA,43.8,348,NA,NA,1.5,1.7,290,NA,"19217","FantasyPros","14802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Derrick Henry","RB","BAL",NA,316,1577.6,NA,13.4,NA,18.1,175,NA,NA,0.7,1.7,265.9,NA,"15514","FantasyPros","12626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"De'Von Achane","RB","MIA",NA,238.4,1200.5,NA,6,NA,65.5,491.8,NA,NA,4,1,260,NA,"23136","FantasyPros","16167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"James Cook III","RB","BUF",NA,287.8,1405.6,NA,10.3,NA,33.3,283.5,NA,NA,1.9,2.4,254.1,NA,"22958","FantasyPros","15715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chase Brown","RB","CIN",NA,238.7,1036.6,NA,7.8,NA,64.1,427.7,NA,NA,3.9,1.1,246.8,NA,"25324","FantasyPros","16181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saquon Barkley","RB","PHI",NA,295.8,1298,NA,8.2,NA,42.1,330.6,NA,NA,2.1,1,243.8,NA,"17240","FantasyPros","13604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kenneth Walker III","RB","KC",NA,267.2,1207.1,NA,8.7,NA,45.8,352.3,NA,NA,1.2,0.9,236.3,NA,"23021","FantasyPros","15711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
